SalePrice,id
1574,114058.36703160338
1575,227329.26553548718
1576,251501.42835950537
1577,175059.78458025373
1578,143639.32461606554
1579,145139.61569094626
1580,190225.82758279354
1581,150439.8277367515
1582,126457.32842105157
1583,319879.6917701124
1584,223987.96430615502
1585,139644.83695221442
1586,70899.37236669598
1587,105301.04977590527
1588,154767.94527092986
1589,97304.06865790942
1590,138195.54416137864
1591,100057.3037804628
1592,113754.30609839299
1593,126094.71865597184
1594,127121.5852659929
1595,110004.62329076884
1596,219890.83131453337
1597,187897.98495426142
1598,222525.6192050198
1599,162180.00101432242
1600,154715.09592118624
1601,59922.63423114593
1602,116046.53067302977
1603,81116.87999270062
1604,262055.7582502671
1605,247143.39825959358
1606,169889.33107375892
1607,177078.78041763097
1608,209022.6422895263
1609,176386.78297142702
1610,146414.45635653991
1611,135699.06512512063
1612,166337.8961567897
1613,163439.7321987397
1614,128935.67880419694
1615,91513.16920917995
1616,81517.41807689331
1617,94599.95956436962
1618,125791.191254461
1619,136142.1158568555
1620,130715.29040442512
1621,139130.51789730723
1622,141461.4253604017
1623,272718.10385598935
1624,219326.29538620266
1625,123614.3775014685
1626,170832.204459086
1627,192680.08106160996
1628,284288.255882452
1629,172599.91931279036
1630,360979.01425016567
1631,227457.81076651588
1632,245052.45006722765
1633,165396.98451657672
1634,184419.07633632573
1635,180614.46100941938
1636,153427.59828051072
1637,192547.56002838523
1638,186420.91104535785
1639,184284.29832727395
1640,258427.08763334487
1641,176560.15197017198
1642,240871.53624818652
1643,218423.14830348102
1644,233982.4312576264
1645,191976.82639787495
1646,161749.78298746576
1647,158893.36244378478
1648,127082.27033627962
1649,142468.35842061648
1650,110475.4768227025
1651,117776.23111397131
1652,100356.72450476991
1653,103446.0475869552
1654,144752.0036039962
1655,138656.21295536737
1656,141449.0007077894
1657,146261.48163388282
1658,144658.9288982879
1659,120954.95035557273
1660,149066.4140183887
1661,442403.68785388547
1662,404487.9652163899
1663,380836.08831985295
1664,532529.0025576229
1665,310702.997266696
1666,326516.4982397915
1667,384796.15986544674
1668,346000.20254347316
1669,294332.34323283687
1670,342387.961384527
1671,264518.0600599054
1672,446090.6817728172
1673,296560.4436102524
1674,249100.53416329264
1675,192498.578556804
1676,195176.02744180275
1677,216305.53439643135
1678,494128.0712046381
1679,384524.19514665153
1680,344886.1587310997
1681,239618.81302279353
1682,300437.42785966466
1683,182243.07812435858
1684,169612.33448857587
1685,173668.25202798806
1686,168949.3081554299
1687,168323.14753216112
1688,189331.11715242054
1689,193621.23140343052
1690,195382.11761869176
1691,184867.57609023686
1692,262946.02022980776
1693,167591.84418074557
1694,184511.7494793457
1695,161524.37131895087
1696,277865.2859622237
1697,169022.6011444074
1698,340850.7435956648
1699,316189.1239557012
1700,247877.43028742727
1701,266852.0351965874
1702,244998.25909171728
1703,235651.48747154154
1704,288133.0998154236
1705,227330.88870015202
1706,441242.92930221406
1707,205691.72396750477
1708,199086.90811056943
1709,280756.07754830265
1710,224562.7192939464
1711,262583.6934296255
1712,250040.2043936938
1713,270720.5306058723
1714,227042.17734752528
1715,205672.00888771092
1716,184392.92735344003
1717,173633.46846471613
1718,134250.7924958839
1719,203495.8482021251
1720,243410.71854533398
1721,163143.38583515337
1722,128237.17652011715
1723,152880.9265229292
1724,203679.04371308148
1725,244095.11355428514
1726,188253.57840611076
1727,150038.60484823523
1728,179387.4417090838
1729,162382.55894083448
1730,148808.94376056426
1731,120517.24369194839
1732,133832.51609537977
1733,115773.76216305322
1734,123505.0676047873
1735,128624.44485597318
1736,112146.82725148855
1737,320706.28362465557
1738,239657.54613464253
1739,256911.80064873907
1740,216656.31136603322
1741,190250.67960627397
1742,175344.99926198198
1743,177424.0692492808
1744,325510.9471103374
1745,212731.8958130896
1746,178703.69788663808
1747,219878.55848370772
1748,230922.44334970167
1749,141921.903615103
1750,126901.45884857928
1751,244716.43452782024
1752,118390.70455517064
1753,143467.31091701955
1754,193436.23565676267
1755,170719.37495140656
1756,127492.53068245793
1757,122644.91545149809
1758,149647.05232882357
1759,163357.6521045233
1760,161482.13143780702
1761,143647.5565969821
1762,175745.32693664826
1763,185180.0550398724
1764,117816.60078316175
1765,175040.4554274509
1766,192705.74920963615
1767,214878.06309127118
1768,147072.65402134662
1769,175731.36879551716
1770,152629.49399396856
1771,120764.4442800877
1772,138981.33574966117
1773,127391.43389470277
1774,133056.90197822993
1775,144706.196107359
1776,130646.8430108144
1777,110609.90930925557
1778,140118.49365759853
1779,119866.8996111485
1780,174936.25779695698
1781,128632.19963805376
1782,87348.69348132181
1783,144156.84452028587
1784,109574.58289189529
1785,124066.84525649821
1786,148894.86319653085
1787,168214.50614576592
1788,56047.033102112386
1789,100481.29407159614
1790,82548.41188372002
1791,186710.38044419288
1792,163975.63327148996
1793,130940.5220958956
1794,151021.8913058839
1795,140208.8647470999
1796,129556.1808220217
1797,112688.29837540029
1798,123203.41671174394
1799,119227.34790215075
1800,132727.86883316512
1801,129575.48293535142
1802,132297.20664531068
1803,149005.19982173535
1804,136690.25968606854
1805,137721.3855317626
1806,127502.56866666954
1807,129920.74253315765
1808,119453.44475691923
1809,121368.84041128492
1810,135388.10089029247
1811,85941.81871795116
1812,97105.25308945139
1813,121233.63340539424
1814,93123.25871507809
1815,53852.12737324739
1816,97032.47207302958
1817,104473.52363082836
1818,147583.28853070358
1819,131213.812981833
1820,65705.39513882574
1821,113708.65383066167
1822,154393.75189014096
1823,49402.238204550165
1824,127920.72274680709
1825,137161.079639705
1826,107025.00959112782
1827,100833.84906385836
1828,135580.95752961328
1829,113482.82140581169
1830,143536.64973501873
1831,152416.63002056512
1832,72486.80770650161
1833,137393.8927336539
1834,124780.06507828082
1835,123425.0179784462
1836,128751.2200737074
1837,87622.95422573524
1838,129590.36275990271
1839,103478.28887889281
1840,144765.5890050262
1841,136726.60296196202
1842,89480.12738839752
1843,129948.77240756985
1844,134759.15060764097
1845,138670.89171355346
1846,155936.04041170937
1847,164935.74445899614
1848,57098.86135852309
1849,117267.6222591541
1850,120216.27680255954
1851,161290.29882603616
1852,127656.01619509015
1853,129529.61879591807
1854,159945.26715541913
1855,145472.60709372305
1856,227918.7523004587
1857,145557.34687041776
1858,130741.22296334713
1859,116261.69663786741
1860,148071.6490728477
1861,116761.86176921299
1862,302667.31048546976
1863,287142.3214811404
1864,287204.32483629585
1865,344014.3673449665
1866,331953.7862758041
1867,231906.16698238504
1868,288656.8193124204
1869,206772.02350511483
1870,225296.14547436376
1871,244370.48617279893
1872,173084.69425341208
1873,248761.98406773797
1874,152138.65244291234
1875,199237.13574659397
1876,196586.0470070485
1877,210465.55184717782
1878,202274.09191598382
1879,130402.67944952784
1880,129441.4856730974
1881,248656.76886997515
1882,253513.15496890096
1883,184377.455517868
1884,206667.41136663948
1885,244260.09884463184
1886,284201.72826276126
1887,215697.7778617828
1888,277194.9391863141
1889,167380.353250407
1890,122243.50378008647
1891,131458.25165197797
1892,99947.455640297
1893,134106.34223241592
1894,133864.21090724648
1895,139222.88323582723
1896,129958.69462813178
1897,118045.79394576985
1898,117292.02537923664
1899,160670.4936878712
1900,158407.38421496924
1901,167480.02687983148
1902,156383.9907361332
1903,219364.04277221553
1904,140634.91438705826
1905,209623.66581816398
1906,147532.3258382964
1907,223659.80096459316
1908,109714.3937340721
1909,130586.89589761679
1910,118491.51657724145
1911,210029.60175595843
1912,351369.0695476456
1913,141306.33892714808
1914,67067.83025965835
1915,308017.6809131706
1916,64878.95537005992
1917,253970.79068780303
1918,144183.85838553176
1919,175808.4322651479
1920,150009.4282401297
1921,393495.07214072463
1922,318302.1445887143
1923,221264.28077297742
1924,233391.09064610256
1925,195583.1092618973
1926,386256.9336858616
1927,134405.4455265959
1928,147573.71665640044
1929,126888.98122866794
1930,130401.01618648034
1931,142283.35629753702
1932,142235.9730601001
1933,177825.59934011596
1934,182173.93072462073
1935,171979.99416999373
1936,193865.17924400404
1937,181914.5012059432
1938,166436.86374031022
1939,247031.33611668285
1940,196049.1193793839
1941,171457.64485186085
1942,187273.01415445603
1943,208142.0897233018
1944,349681.18526376784
1945,387581.4788400137
1946,129615.11559817304
1947,315430.1488396822
1948,174461.52430183184
1949,251399.29969951865
1950,189138.5903070954
1951,255362.62973166996
1952,218956.65021906255
1953,169546.0729906675
1954,181738.49001351593
1955,134857.0584160123
1956,331247.6144281565
1957,152552.01277517463
1958,310431.82866451173
1959,147343.36654259072
1960,112031.93188138682
1961,122922.93448539168
1962,99446.43023401167
1963,109171.11382000177
1964,108643.58390083707
1965,146306.26826729515
1966,137875.21485964477
1967,289765.21061001084
1968,419887.7841307351
1969,380822.8690367533
1970,428091.05680169334
1971,492624.82340933563
1972,371488.79386152985
1973,266887.9848875481
1974,323264.71498400136
1975,549296.6126751872
1976,272502.8895897916
1977,342994.63341312617
1978,345134.0062243466
1979,345069.5049497566
1980,199650.33048542266
1981,351319.18215270864
1982,217974.88828119982
1983,200077.78545383175
1984,166849.11026492357
1985,222098.17179219378
1986,206457.2361102754
1987,180291.15950180366
1988,175333.71052357115
1989,191241.7448186361
1990,212032.09628679114
1991,232575.30007631003
1992,218296.99565374365
1993,166809.62991831143
1994,238648.51880000698
1995,185559.7197262332
1996,238171.58939637477
1997,301975.27009249077
1998,332451.572464334
1999,257176.6161341099
2000,328538.9551190844
2001,271263.08624847134
2002,230163.24862399715
2003,256956.1169181962
2004,288982.4160935231
2005,215434.6370983391
2006,220715.83486284717
2007,253967.50221733554
2008,216685.75105679594
2009,196673.4828618743
2010,194680.76484394073
2011,141493.7813237982
2012,170971.9642917497
2013,180158.91276661397
2014,187445.0635934218
2015,204946.20539676154
2016,189376.14535287264
2017,199779.79669210798
2018,118875.11920774849
2019,131597.7204020786
2020,106429.74980752182
2021,101440.42602174895
2022,180421.34219199547
2023,141179.30300889583
2024,256271.76295242787
2025,367437.6712770709
2026,175914.8387261496
2027,161378.32863368644
2028,148442.24436822865
2029,171431.61396290222
2030,280862.93516552943
2031,236301.0709000539
2032,252187.7791666063
2033,266112.85541412345
2034,175641.92698449
2035,221122.64426659397
2036,200339.26688242189
2037,208656.27794427885
2038,324855.1660112438
2039,223814.6970992814
2040,293785.5615602767
2041,279732.82230261056
2042,206179.9217453673
2043,184291.59708751593
2044,168235.5666542784
2045,215286.4605347747
2046,150113.3530096572
2047,144280.74359327546
2048,140152.01611143083
2049,143998.99151492692
2050,180118.3845570188
2051,105675.26190432231
2052,124277.40958732326
2053,146312.9407576488
2054,96665.40056525181
2055,152046.69646190503
2056,147932.49428144348
2057,116648.48533399211
2058,213615.6048526209
2059,134695.92484604855
2060,173268.7153171324
2061,182854.70306615232
2062,133786.85116588697
2063,125111.25580195748
2064,144973.67495229808
2065,123455.0785317173
2066,163329.27168426965
2067,104811.93429762352
2068,144703.3982561897
2069,88219.06820180526
2070,121499.60991652925
2071,95235.83778778465
2072,129941.30374745543
2073,136197.0316460418
2074,185590.2631199844
2075,148929.51506963526
2076,121231.25795425261
2077,162026.61508626546
2078,125719.31962499984
2079,132594.42706918236
2080,122554.15582486762
2081,127841.12818712264
2082,121415.71960238881
2083,144160.08070172367
2084,115793.63168257041
2085,116350.20742870288
2086,103943.4702636582
2087,121117.26415820066
2088,99666.74400263283
2089,80435.81987301663
2090,125827.11203698613
2091,111930.12513244082
2092,117678.73170281258
2093,112501.24560508927
2094,106811.34839502785
2095,152091.79708657032
2096,80922.28525156887
2097,103988.81965347301
2098,140200.05466153938
2099,52459.18120240644
2100,76133.0998987859
2101,108990.36599365142
2102,126286.23385397316
2103,104479.71537359514
2104,141314.37685299237
2105,126418.93243882015
2106,58686.898990084075
2107,210701.4026275489
2108,115380.37865648814
2109,109849.91889580098
2110,129780.80893889315
2111,138938.74138600408
2112,135200.4976598726
2113,121535.49257167512
2114,122244.19016223967
2115,158174.5656145202
2116,115629.07533827996
2117,148575.03618217044
2118,125153.71028792034
2119,113940.47781255288
2120,117844.67189792059
2121,91016.61517416548
2122,115024.02447127011
2123,85007.0391725977
2124,161695.69866636762
2125,119986.01957859438
2126,148932.49974706615
2127,158544.5261944676
2128,120830.6754624803
2129,91687.35783897016
2130,135546.0934896894
2131,143551.2568052333
2132,115749.30093790167
2133,124821.39525618481
2134,119082.89028690323
2135,95572.8926867735
2136,78117.95480118664
2137,109001.16265926539
2138,137889.84692588347
2139,150826.0794765988
2140,136413.49346617216
2141,151296.463773204
2142,126875.08359140532
2143,141043.862120988
2144,126198.24828405135
2145,138613.11300113678
2146,173218.84079405403
2147,139692.09577408878
2148,137127.7639530757
2149,151642.7079978659
2150,230912.6676530971
2151,117665.26864585748
2152,163101.60909323907
2153,169244.65830936967
2154,106614.02695275907
2155,141587.94048934896
2156,269148.51462425664
2157,236459.94916995167
2158,239452.82059184258
2159,214658.6138756235
2160,179096.65033795484
2161,248178.2791544328
2162,437288.7028327791
2163,363256.36150698643
2164,254000.5820922778
2165,199845.32006158587
2166,155343.12867247223
2167,226348.71178261345
2168,196305.17625485503
2169,196192.91599066736
2170,218354.32526168769
2171,154934.70453820535
2172,128247.9927485128
2173,166591.06859181842
2174,227462.27751644843
2175,301739.5541008937
2176,310771.7317426849
2177,243025.69578240515
2178,212489.49031663817
2179,137741.3901689383
2180,207751.84428504665
2181,192022.75239205235
2182,223585.7350277261
2183,189690.72192501373
2184,118917.3537923619
2185,123849.09455623737
2186,142938.688781712
2187,153537.93574684596
2188,151625.1945644544
2189,267824.1820465599
2190,82100.52260307493
2191,84393.06158038253
2192,90694.21194584377
2193,111645.92366524943
2194,104787.7637864079
2195,112575.47998358641
2196,105038.70364419288
2197,117587.71570820828
2198,161144.00571712523
2199,175029.41799863504
2200,150328.1849994117
2201,151055.00432772413
2202,221237.20414849187
2203,132738.93089143757
2204,183499.72501574896
2205,122579.14585182029
2206,142552.68324678
2207,214784.10128571565
2208,275160.6599737931
2209,235603.92809183337
2210,116451.98045396416
2211,115014.9462958027
2212,120123.91233939241
2213,105313.82264134818
2214,125888.16350363867
2215,102326.33162284546
2216,140988.86113839553
2217,65335.132505215995
2218,83780.23095057362
2219,76313.0588308708
2220,79954.06570986558
2221,315109.0518454567
2222,270989.4837997129
2223,287310.01076214085
2224,210647.80707802702
2225,121462.89201568624
2226,185922.41592726368
2227,198301.11009613876
2228,260020.07648326558
2229,259436.9425596317
2230,148240.1721374891
2231,210622.73127111595
2232,167529.12199380144
2233,176059.09871359187
2234,239804.94693570636
2235,213772.64322471642
2236,264393.3790891406
2237,336862.53625626286
2238,196959.53832106598
2239,108025.06577941969
2240,157350.72925784675
2241,157919.53426220347
2242,123083.05415449617
2243,126524.76095965771
2244,103778.15554339543
2245,101603.80556213761
2246,140809.71665565227
2247,108921.5912249826
2248,124322.8489478383
2249,118810.08245281379
2250,130356.47489963361
2251,102392.91220363442
2252,181998.74401076694
2253,152473.62577958353
2254,176606.36460139486
2255,183452.94137778427
2256,177398.9506903664
2257,204976.80291785614
2258,163952.12529626678
2259,177275.04853878153
2260,153311.10562538367
2261,184913.67342905496
2262,207954.74635647755
2263,362269.56095251354
2264,569370.4427434274
2265,159937.5285554731
2266,294168.7443801653
2267,365393.7499903418
2268,428657.71859936946
2269,144622.9642499497
2270,189324.81317647902
2271,223556.71550733474
2272,197402.19022653875
2273,161347.9800464674
2274,177260.67009777954
2275,157200.94200920672
2276,196534.04547742044
2277,182166.81985918485
2278,144922.36953004025
2279,123234.57949235759
2280,120025.68563185995
2281,168766.6970591623
2282,189379.36812795774
2283,108680.39983135232
2284,111364.34977186348
2285,143567.62417257114
2286,126520.94744396496
2287,372271.54157327
2288,274854.72499791614
2289,401678.9711650344
2290,490362.39782389853
2291,315522.1494773756
2292,448003.84997107444
2293,519617.74551845767
2294,420886.37881354353
2295,544013.5001272423
2296,292094.561881996
2297,332495.4822038752
2298,346889.46246691805
2299,382137.9311544842
2300,331453.8753448123
2301,303091.05000102497
2302,252839.93715712705
2303,242541.4968493949
2304,244949.25052383525
2305,201155.9807253046
2306,196021.91203140753
2307,198319.16443218148
2308,228095.04262360372
2309,278373.5670809935
2310,210440.62046969673
2311,204086.92614492652
2312,170887.11456811355
2313,173795.80501480264
2314,176387.84359599595
2315,181667.16082658793
2316,193795.38700204395
2317,190224.14878330004
2318,183000.20280209274
2319,180903.43893351065
2320,184377.48522038705
2321,238061.16389639373
2322,177946.33789032235
2323,184162.52078855454
2324,173680.54954489192
2325,218764.5725628911
2326,169997.72229604854
2327,205385.65128290013
2328,226747.01911057753
2329,191116.26963224597
2330,182609.5144357162
2331,358442.7702833205
2332,396483.497985578
2333,317491.92141295597
2334,256784.77432213913
2335,266871.53153827606
2336,315921.6012761239
2337,202128.9610083761
2338,280819.77196333243
2339,215947.29286472916
2340,434237.8364357175
2341,221800.93390968966
2342,234396.8202064507
2343,227065.99457344235
2344,216588.4774101307
2345,230537.4320237743
2346,213651.11863674363
2347,198807.22861551377
2348,243783.84104046779
2349,174426.53396435408
2350,309925.53988258843
2351,270574.68842762493
2352,259023.87812277442
2353,259972.80475443113
2354,136900.8598025011
2355,141485.63897242042
2356,152011.61998511298
2357,189307.65747710387
2358,199530.37244773124
2359,131906.1984842383
2360,118009.82349527911
2361,149409.56590144904
2362,276125.28228308377
2363,138818.51474986965
2364,152714.07058447733
2365,226360.68090323822
2366,190878.5748910092
2367,229218.58017376246
2368,218804.38336163646
2369,225824.66414245527
2370,169697.91795214167
2371,168258.1962720636
2372,191748.3049059327
2373,276974.97283370077
2374,330057.3997598207
2375,254994.83083096988
2376,300103.54972455854
2377,352429.1663116183
2378,149046.5447631501
2379,200508.22220079854
2380,146671.13123875295
2381,173366.09193872093
2382,209757.00831254132
2383,214532.48715050565
2384,255998.5474517492
2385,161677.85716476003
2386,136220.79983947126
2387,133604.3586936019
2388,102500.3450590419
2389,123699.31780604275
2390,149229.19386643483
2391,144490.9045493468
2392,117325.93989245579
2393,168266.1799584411
2394,145159.5761687938
2395,205216.71248564916
2396,142259.71257774386
2397,228168.17424518234
2398,133173.1488683015
2399,69122.03155347767
2400,63450.938047397896
2401,119612.31785826306
2402,137725.35406187983
2403,145680.31286431817
2404,153114.31507945101
2405,163379.75599897638
2406,140872.0777908539
2407,127001.28363691895
2408,155712.8847243793
2409,125048.95961233096
2410,170625.08617121636
2411,118743.34309186271
2412,153891.3892770196
2413,132684.69675863444
2414,149169.02131786564
2415,136195.76521416093
2416,131054.99965113815
2417,133719.4781479221
2418,132633.6565862333
2419,124721.26819591034
2420,125946.51432312821
2421,155147.86413996632
2422,111906.18513248967
2423,122413.72781703714
2424,152402.04281709043
2425,190760.93537192757
2426,135810.55367760657
2427,142999.19749201523
2428,172720.0916620962
2429,112180.82698949185
2430,132197.0106101141
2431,113263.01458765664
2432,144660.64033659402
2433,144935.2173944798
2434,139828.06818121756
2435,150709.81513119888
2436,108783.21222709483
2437,105788.19027168276
2438,125249.02778180016
2439,104184.614417857
2440,121559.66904070148
2441,90812.29272898092
2442,99592.82295541873
2443,127509.45682905137
2444,128107.36901920423
2445,87841.31023637798
2446,139045.49749720813
2447,183746.38538938202
2448,127466.54811236901
2449,107721.87160406026
2450,150188.71892964383
2451,123639.130134523
2452,198001.71289624865
2453,95547.7026522026
2454,116222.44005990439
2455,121436.22875071461
2456,132387.3335749171
2457,136641.02771595874
2458,128899.01891880353
2459,112845.3465343323
2460,136743.62276647898
2461,127073.6287674891
2462,135824.41866673328
2463,125109.653120461
2464,188215.30921974685
2465,143291.01679659905
2466,114657.12640928566
2467,129708.75863249898
2468,82055.23995785583
2469,79576.78115046408
2470,185813.08639891777
2471,216215.86853923477
2472,164859.0162997161
2473,109845.66694009722
2474,68908.42353266472
2475,223941.24318286843
2476,117743.04636546403
2477,129190.43061409793
2478,147600.06467754106
2479,104469.54859388089
2480,144738.31881001135
2481,122806.78751277353
2482,126827.60945859447
2483,111332.20068835861
2484,124082.64969061123
2485,126133.678821881
2486,146430.59408905468
2487,166670.14861902985
2488,164746.59809921784
2489,153747.00879381353
2490,143125.73753604785
2491,91769.76845930173
2492,183776.89955067993
2493,152446.62651993203
2494,145726.00046212613
2495,96876.80306626034
2496,246182.04141095156
2497,160642.89185637204
2498,113371.60461539941
2499,84827.94885653733
2500,122592.93497734901
2501,142244.21715528288
2502,142355.74778101477
2503,98509.06521265912
2504,179949.99812607266
2505,231304.26342085114
2506,267390.31793609634
2507,299002.2594226324
2508,268738.1439483182
2509,213654.40903987936
2510,218009.60406088203
2511,175216.40171482504
2512,205225.06024151744
2513,220467.6519268376
2514,257004.47759618278
2515,148163.65103143308
2516,177585.46486699829
2517,147835.6867188289
2518,151923.6255829182
2519,233012.3972108249
2520,215862.39401321526
2521,185894.11691735595
2522,228034.75648695018
2523,121674.18436646395
2524,134765.4864113843
2525,142556.1507642878
2526,136647.36532662998
2527,118096.560492505
2528,127448.61019703749
2529,133819.64032732873
2530,114376.1950520855
2531,260231.70531175038
2532,229377.89179406821
2533,194229.69117853316
2534,235122.18646037753
2535,311793.96040260035
2536,243385.2955387572
2537,240618.95254038126
2538,180320.15738200958
2539,188617.34943787067
2540,175603.88831118477
2541,177974.3777854557
2542,161016.7968889861
2543,120481.81418757583
2544,121916.99844025605
2545,136181.77873838006
2546,133367.88389943834
2547,139768.29398478597
2548,149327.8204698634
2549,160355.81447793063
2550,1128327.0979866409
2551,140923.93382473642
2552,126802.42818232004
2553,80675.15033927863
2554,98173.27536809692
2555,126306.8859727194
2556,100563.00481308904
2557,109075.32383743708
2558,152706.41425401036
2559,136718.00700026884
2560,149408.6854972747
2561,148311.06958636033
2562,141223.44308835926
2563,154903.8913336868
2564,204769.57373897618
2565,142492.4348006346
2566,157381.8675986282
2567,142682.7606551898
2568,204778.07647709033
2569,219639.50630837586
2570,113706.66690462826
2571,193723.97927294174
2572,145725.91905426222
2573,230706.7544791452
2574,291792.99000915844
2575,130104.93757832439
2576,114781.51940313246
2577,141926.27906151259
2578,83659.71475505775
2579,62881.219477807084
2580,106992.54130418692
2581,113664.22551987457
2582,116444.55387169318
2583,293756.4133884005
2584,177630.40727936022
2585,183125.27827426977
2586,232344.63197347167
2587,208722.29411443736
2588,144338.91177441896
2589,151570.91980817032
2590,200981.14158422634
2591,222370.73044733805
2592,215196.3914308138
2593,252516.19877869997
2594,178681.87564478858
2595,195347.3893298058
2596,303438.5882037065
2597,175114.50003232012
2598,294375.13695930544
2599,340501.4542937512
2600,168982.50512961374
2601,143162.4069716615
2602,86742.38696996149
2603,96455.36907242413
2604,92087.72404022564
2605,79311.83667314865
2606,145051.9951270998
2607,204323.52279721078
2608,190961.7215664985
2609,171011.50733308867
2610,109740.46589511023
2611,117118.4606793191
2612,157053.0437761322
2613,132941.4006747118
2614,124167.86633688211
2615,163103.12180100175
2616,146804.25010675561
2617,183432.98176340444
2618,212349.33470671703
2619,191339.5074632108
2620,191772.35508197814
2621,176019.3478316001
2622,183047.17320426708
2623,246768.3796582971
2624,314913.8572198515
2625,310797.755034959
2626,174051.60326112428
2627,159350.34611761617
2628,479677.88718122855
2629,544441.5435237428
2630,371517.02375744854
2631,542100.0802806598
2632,431440.47917034646
2633,310127.35966437793
2634,421165.6838347991
2635,158767.02850953327
2636,177317.7217718823
2637,180760.63185505845
2638,278729.3759828979
2639,184852.714601809
2640,154392.37973023768
2641,102453.18020660865
2642,190738.41826047245
2643,106561.45765605078
2644,125718.46597315575
2645,110938.76619362601
2646,98783.25206023738
2647,103654.9589820437
2648,144863.15660616127
2649,150791.43485617565
2650,137873.77946034813
2651,139906.786769391
2652,442705.4306617378
2653,258705.65066277268
2654,252545.2676447149
2655,409181.5911112357
2656,325417.9642160955
2657,374444.1453810829
2658,300504.71576587757
2659,302144.88303655403
2660,354167.4644167941
2661,368337.45950130647
2662,374903.0586451501
2663,282557.5662828786
2664,263563.0618129944
2665,335537.0784668859
2666,296312.39352192596
2667,169792.5764113476
2668,175051.3376602506
2669,180056.45000336476
2670,296562.082242005
2671,182611.01488074183
2672,196104.22677982028
2673,208226.2594052243
2674,192091.17729277606
2675,171765.2250475089
2676,194193.8851358612
2677,198643.4855749383
2678,258104.10727743464
2679,273551.92446607095
2680,277612.68061738706
2681,406539.65001407266
2682,321528.25631915045
2683,536717.5765057198
2684,314167.1018735183
2685,328627.49637574365
2686,254857.3871470203
2687,329383.92279222945
2688,222574.99461667077
2689,208372.39646726285
2690,479651.00621853507
2691,187799.50042906532
2692,137560.58596468964
2693,203220.28415256235
2694,135246.55342127738
2695,191649.05730087965
2696,181540.39317673593
2697,185761.6031771918
2698,194283.74893486363
2699,168905.83818821327
2700,160126.03781180255
2701,155518.04175734974
2702,112260.3902736578
2703,121219.89361342162
2704,138420.79664464883
2705,117555.82487288752
2706,112362.8144121107
2707,126469.87800154446
2708,133561.627459038
2709,107201.62151793813
2710,126573.34890041499
2711,281893.20127750473
2712,377386.59487792966
2713,174028.5877466423
2714,150414.65560023137
2715,172711.9140149476
2716,146724.36222289596
2717,192207.86047563519
2718,224663.12980389342
2719,156195.22626342557
2720,175726.05577346444
2721,133288.59573263777
2722,155595.04846330284
2723,137704.7645382327
2724,127053.60316340333
2725,131077.15659847343
2726,152773.74527068107
2727,170100.99948875114
2728,179417.93287833926
2729,147330.08668605646
2730,150513.7762574375
2731,133697.99064813572
2732,136613.09128632548
2733,154625.04845661027
2734,146918.76203995745
